Crop,Nitrogen (N),Phosphorus (P),Potassium (K),pH,Rainfall (mm),Temperature (°C),Humidity (%),Yield (t/ha)
Kapaas,89.02,55.1,87.36,6.29,1126.8,21.85,71.78,1.89
Kapaas,143.31,55.44,75.86,8.38,513.57,31.42,56.52,2.15
Kapaas,67.82,89.89,54.04,6.58,1126.03,29.33,52.21,1.65
Kapaas,143.27,24.33,106.57,6.76,403.63,29.37,51.05,1.71
Kapaas,176.96,37.38,62.61,6.27,1164.58,27.42,57.84,2.37
Kapaas,136.58,47.76,40.43,6.81,1005.1,28.37,68.72,2.26
Kapaas,51.12,25.85,39.69,7.34,667.22,24.85,52.95,1.72
Kapaas,62.57,51.15,37.02,7.81,552.65,26.65,64.25,1.78
Kapaas,111.57,73.79,108.43,5.97,1017.79,30.75,63.31,1.74
Kapaas,105.05,41.35,66.48,4.57,410.99,18.75,63.88,1.74
Kapaas,109.94,88.29,35.85,7.89,624.46,19.1,55.99,2.04
Kapaas,85.52,23.11,74.63,5.75,996.86,31.02,55.79,1.85
Kapaas,133.3,77.15,99.76,6.06,1006.17,21.47,69.99,1.91
Kapaas,126.83,61.97,78.53,6.38,737.82,25.6,53.69,2.07
Kapaas,79.01,75.32,100.47,6.18,958.65,25.03,66.43,1.85
Kapaas,157.44,57.97,70.44,7.8,1087.96,27.29,66.23,1.67
Kapaas,123.6,41.74,71.62,7.78,688.48,20.56,64.94,2.13
Kapaas,156.79,82.52,66.06,5.0,635.87,31.59,57.12,2.26
Kapaas,128.77,63.66,78.74,4.94,986.52,22.87,52.02,1.97
Kapaas,53.51,57.97,119.74,7.95,648.17,24.24,54.02,1.8
Kapaas,102.61,68.78,75.66,8.37,434.7,28.83,69.93,2.23
Kapaas,111.68,58.22,88.27,6.56,701.61,24.6,53.58,2.14
Kapaas,101.9,28.21,100.66,7.88,950.08,30.81,54.27,1.98
Kapaas,161.39,62.55,57.26,5.14,1148.12,31.67,73.16,2.18
Kapaas,82.81,83.91,111.17,7.74,908.79,27.44,61.94,2.46
Kapaas,57.38,55.26,98.36,6.38,1000.38,28.41,59.79,1.78
Kapaas,160.87,73.46,85.59,5.15,642.45,18.59,54.1,2.35
Kapaas,169.89,35.33,105.71,5.97,548.17,28.26,53.43,2.05
Kapaas,126.4,66.09,118.65,6.98,495.86,21.36,69.26,1.86
Kapaas,128.76,69.15,57.43,5.56,1085.94,30.6,73.97,2.24
Kapaas,72.62,73.58,79.54,7.66,692.82,25.09,61.65,1.73
Kapaas,170.33,30.96,36.95,5.12,810.26,25.24,57.86,1.88
Kapaas,128.3,75.53,48.35,6.74,751.1,29.01,54.55,1.93
Kapaas,81.22,88.41,92.51,6.31,627.91,20.21,50.95,2.16
Kapaas,55.49,62.03,85.68,8.02,542.23,28.98,69.91,1.8
Kapaas,73.0,22.0,83.19,7.49,598.78,23.12,71.63,1.92
Kapaas,101.66,62.59,105.95,5.92,516.9,18.72,65.66,2.41
Kapaas,163.74,65.44,31.94,7.91,781.6,24.02,53.31,1.98
Kapaas,128.94,78.65,46.99,6.73,501.01,30.26,67.27,1.83
Kapaas,69.76,47.52,115.58,6.57,1053.26,18.71,66.07,2.16
Kapaas,111.59,77.95,88.08,5.83,934.26,18.75,59.65,1.56
Kapaas,114.4,58.62,53.2,5.8,415.89,21.17,69.12,1.99
Kapaas,142.73,51.23,66.21,8.05,549.11,25.2,61.73,2.14
Kapaas,118.52,75.72,37.26,6.61,635.29,18.0,59.34,2.05
Kapaas,52.1,61.18,87.15,7.27,422.44,21.3,52.22,1.83
Kapaas,46.96,38.71,86.1,5.53,1075.97,31.84,65.1,2.06
Kapaas,50.05,32.15,52.04,7.7,1041.48,27.69,66.5,2.09
Kapaas,65.53,81.59,82.95,7.66,659.89,29.85,65.65,1.98
Kapaas,65.83,27.95,75.25,4.96,1158.09,25.84,66.99,2.38
Kapaas,66.68,25.22,63.36,6.98,1179.49,30.52,64.86,1.81
Kapaas,152.54,30.28,95.56,7.97,908.43,29.75,53.08,1.97
Kapaas,44.08,75.83,68.02,4.8,443.82,29.41,64.12,2.35
Kapaas,147.42,46.82,66.75,7.13,993.4,21.04,71.45,1.93
Kapaas,140.37,24.19,61.98,4.61,1010.1,23.99,73.24,1.97
Kapaas,142.2,21.54,89.77,4.89,476.39,25.57,54.45,1.96
Kapaas,112.26,59.56,95.47,5.27,763.47,18.28,55.05,2.16
Kapaas,160.99,50.33,55.09,7.18,580.1,24.36,68.47,2.09
Kapaas,51.05,81.49,102.36,4.92,967.5,18.93,73.29,2.14
Kapaas,155.07,45.89,89.56,5.81,731.85,25.69,53.33,1.85
Kapaas,173.06,48.7,70.06,5.8,829.43,29.89,68.15,1.83
Kapaas,179.05,38.79,95.54,6.54,421.52,30.96,74.23,2.12
Kapaas,126.73,54.42,86.59,6.22,1168.65,29.93,71.95,1.82
Kapaas,123.21,37.7,45.68,7.72,852.16,20.53,65.8,1.67
Kapaas,137.28,41.63,65.46,7.82,604.0,21.05,61.57,1.56
Kapaas,142.92,31.8,95.03,4.73,609.79,26.35,67.99,2.09
Kapaas,155.38,84.45,23.16,8.5,1102.76,28.98,66.39,1.79
Kapaas,50.51,25.34,44.99,6.13,1144.4,25.79,50.33,1.94
Kapaas,139.66,57.78,89.51,7.52,808.55,28.99,72.38,1.95
Kapaas,79.88,20.23,85.46,5.57,778.22,18.77,52.77,1.95
Kapaas,158.03,29.39,60.59,5.04,652.74,30.28,69.37,1.86
Kapaas,135.24,43.23,115.82,4.85,1178.59,30.75,51.61,1.83
Kapaas,165.77,56.77,113.59,4.78,949.01,29.01,60.05,1.92
Kapaas,64.17,81.46,21.09,4.5,673.15,19.24,70.14,1.77
Kapaas,129.9,40.89,98.72,5.73,998.94,27.14,72.97,1.95
Kapaas,110.99,42.82,115.14,7.66,766.28,24.23,54.0,2.3
Kapaas,89.7,57.54,27.18,4.68,462.55,28.58,64.09,1.93
Kapaas,160.64,85.94,105.11,6.86,1145.06,20.81,61.59,2.32
Kapaas,52.38,20.65,37.0,7.83,589.48,31.4,61.28,1.96
Kapaas,132.3,80.06,78.05,5.33,952.28,20.7,61.36,2.16
Kapaas,81.39,39.19,86.43,6.48,955.7,22.86,51.7,1.94
Kapaas,58.81,61.13,97.26,7.75,1138.21,24.04,71.26,2.22
Kapaas,60.22,72.96,94.85,4.69,1178.24,19.46,74.21,1.91
Kapaas,85.38,88.57,77.79,5.95,702.23,28.82,67.04,1.88
Kapaas,75.25,45.8,89.23,8.14,949.52,24.48,69.26,2.27
Kapaas,140.14,29.17,57.32,5.58,725.03,28.03,60.16,1.96
Kapaas,116.7,52.87,115.29,7.68,1054.96,24.8,50.19,2.03
Kapaas,103.8,88.31,31.59,7.91,1071.31,20.93,50.71,1.98
Kapaas,165.57,56.57,96.83,5.23,1052.71,20.52,59.61,1.63
Kapaas,48.22,76.56,37.01,6.67,583.08,20.37,64.09,1.99
Kapaas,140.2,66.26,119.74,6.61,715.3,18.04,66.36,1.83
Kapaas,149.67,36.75,34.56,6.99,665.45,25.09,65.13,1.83
Kapaas,81.63,26.65,80.5,8.48,583.56,28.27,73.03,1.68
Kapaas,98.28,80.9,94.81,5.63,639.72,27.68,69.47,1.87
Kapaas,172.1,40.38,109.87,6.12,1085.19,22.33,69.15,2.08
Kapaas,140.83,47.06,95.38,7.87,572.58,23.95,66.5,1.93
Kapaas,176.7,81.79,46.58,5.0,576.6,24.17,50.4,2.01
Kapaas,162.31,47.63,57.49,7.2,506.15,30.74,60.64,1.69
Kapaas,40.9,29.22,75.92,6.83,828.29,22.56,64.84,2.0
Kapaas,110.29,50.73,34.07,5.1,901.86,18.73,72.01,2.17
Kapaas,102.25,52.34,35.15,7.84,414.26,28.57,73.51,2.07
Kapaas,102.3,39.52,51.51,7.94,738.96,31.91,59.79,1.88
Kapaas,45.01,57.05,98.86,5.79,1179.03,19.25,58.12,1.67
Kapaas,94.44,24.73,109.65,7.65,616.83,18.94,57.28,1.56
Kapaas,159.33,29.92,29.27,4.99,514.39,18.91,65.07,1.74
Kapaas,110.72,80.07,91.34,7.7,735.16,18.84,64.63,2.03
Kapaas,162.71,85.86,66.26,5.49,454.16,24.12,63.53,2.04
Kapaas,121.9,48.56,45.37,8.03,507.26,22.57,52.29,2.05
Kapaas,93.75,30.05,57.2,8.18,642.96,31.56,56.04,2.38
Kapaas,144.65,70.92,106.33,5.46,853.69,27.35,56.14,1.8
Kapaas,63.14,39.75,48.08,6.21,464.22,25.55,67.32,2.29
Kapaas,175.64,83.8,90.3,6.79,473.88,29.75,50.87,1.98
Kapaas,140.19,60.17,74.2,5.8,1034.37,19.28,65.31,1.61
Kapaas,81.85,21.21,27.69,4.79,1197.96,31.87,69.34,1.81
Kapaas,145.32,34.2,84.61,5.21,445.54,21.18,61.6,2.02
Kapaas,155.8,47.1,29.75,8.27,452.48,20.32,66.52,1.73
Kapaas,139.96,24.67,28.07,7.11,463.63,22.36,58.2,1.96
Kapaas,116.48,34.48,24.51,6.05,900.06,21.36,70.12,2.08
Kapaas,124.29,87.5,55.87,6.34,1053.41,29.19,64.73,1.72
Kapaas,173.0,72.07,113.21,8.17,774.43,31.57,59.19,1.97
Kapaas,107.03,87.79,53.75,8.46,872.24,22.31,53.45,1.97
Kapaas,121.82,68.59,39.33,5.45,995.41,20.7,59.63,2.27
Kapaas,90.54,69.99,33.51,6.0,1091.59,31.65,68.3,2.04
Kapaas,153.29,31.83,54.11,7.97,632.28,30.12,67.66,2.08
Kapaas,89.16,42.07,97.42,7.93,588.04,23.49,55.07,2.04
Kapaas,69.9,44.35,29.95,8.08,588.16,28.28,73.19,2.08
Kapaas,59.56,34.46,118.53,7.82,499.08,27.19,56.1,1.94
Kapaas,65.26,86.59,114.53,7.47,775.5,27.63,51.35,1.81
Kapaas,50.72,56.16,23.0,6.79,992.03,20.13,70.34,2.21
Kapaas,121.87,34.93,41.89,4.69,572.83,28.23,62.68,1.96
Kapaas,130.28,59.36,119.21,6.19,813.02,27.09,52.06,1.94
Kapaas,155.18,55.71,76.19,6.13,1142.94,20.26,71.46,2.28
Kapaas,68.55,42.25,119.69,7.73,908.67,25.64,56.65,1.84
Kapaas,74.74,85.98,70.55,6.74,1125.35,23.9,74.61,1.84
Kapaas,154.83,50.49,23.62,6.13,1192.81,24.33,66.47,2.19
Kapaas,98.62,39.14,112.81,7.12,795.95,18.72,56.99,2.23
Kapaas,78.27,68.34,114.66,6.84,1188.02,28.1,56.79,1.9
Kapaas,120.75,76.53,110.72,5.52,949.11,24.61,72.02,2.23
Kapaas,121.6,22.59,50.12,6.05,522.36,30.55,56.59,2.3
Kapaas,155.48,33.32,87.31,7.52,861.26,28.86,70.37,1.86
Kapaas,113.47,86.32,47.32,7.62,685.67,25.13,60.41,2.24
Kapaas,87.65,39.41,44.17,6.32,1067.92,25.54,56.3,2.16
Kapaas,70.5,44.12,64.49,6.53,921.53,20.41,60.41,1.65
Kapaas,156.52,61.52,60.8,4.85,456.29,30.9,58.98,1.95
Kapaas,170.81,24.11,89.36,7.7,739.13,23.22,66.69,1.84
Kapaas,46.06,28.15,45.68,4.56,969.79,24.59,51.23,2.13
Kapaas,122.5,20.81,112.17,6.58,1061.01,22.75,70.97,2.26
Kapaas,122.22,76.19,56.22,6.88,1083.22,20.43,72.21,1.96
Kapaas,153.65,40.14,85.78,7.35,414.86,28.29,63.35,2.13
Kapaas,109.4,42.62,94.8,6.26,715.92,28.67,63.33,1.9
Kapaas,135.1,64.47,111.13,6.82,921.11,29.14,64.96,1.98
Kapaas,150.09,35.45,55.52,6.96,781.14,31.17,55.85,2.03
Kapaas,75.11,33.66,113.31,6.77,774.72,23.93,70.24,1.96
Kapaas,150.52,27.71,117.45,7.79,945.65,18.75,58.45,2.1
Kapaas,71.83,26.25,96.68,7.4,1155.48,22.07,72.2,2.35
Kapaas,171.83,68.68,29.66,8.42,1180.09,24.82,57.22,1.8
Kapaas,155.67,23.4,53.17,6.58,416.2,20.03,72.36,2.26
Kapaas,166.4,34.56,28.37,6.28,655.89,30.18,59.53,2.23
Kapaas,112.01,58.36,61.88,8.37,965.03,30.83,61.74,1.94
Kapaas,137.58,26.32,61.95,8.0,697.42,22.07,50.46,2.06
Kapaas,111.31,26.43,76.52,7.74,581.49,22.25,51.99,2.11
Kapaas,50.44,55.22,106.62,6.35,751.86,21.59,63.74,1.7
Kapaas,145.01,61.3,72.57,7.46,1033.05,30.38,69.36,1.6
Kapaas,70.65,34.69,79.62,6.23,848.28,19.96,60.37,1.78
Kapaas,129.15,73.13,51.73,5.62,825.6,27.69,63.22,2.24
Kapaas,104.52,41.79,89.24,7.67,1172.16,29.73,57.14,2.06
Kapaas,57.35,68.16,101.9,6.66,939.38,24.37,73.08,2.14
Kapaas,102.05,27.22,34.5,4.93,753.76,19.79,54.75,1.71
Kapaas,122.48,61.41,65.21,7.31,1010.52,29.63,60.97,2.37
Kapaas,138.1,84.21,74.05,8.11,416.2,27.49,56.26,2.17
Kapaas,163.47,87.79,59.85,5.01,555.73,21.41,64.09,2.1
Kapaas,171.95,70.38,70.1,4.65,804.59,24.32,68.94,2.11
Kapaas,123.57,54.04,89.61,6.57,1044.27,31.67,69.57,2.01
Kapaas,119.98,70.16,111.38,8.39,767.29,27.94,51.73,1.9
Kapaas,169.3,67.12,39.47,7.05,1058.13,25.93,54.68,1.76
Kapaas,109.15,56.33,24.15,7.9,425.64,28.89,71.3,1.7
Kapaas,42.29,66.12,92.89,6.55,826.83,26.39,54.57,2.02
Kapaas,49.85,20.92,110.51,5.26,587.62,31.66,56.08,2.12
Kapaas,150.63,30.49,116.68,6.01,805.68,20.67,65.24,1.89
Kapaas,169.67,48.78,108.52,7.41,1020.3,24.75,71.87,2.06
Kapaas,82.72,46.74,93.66,7.96,915.53,28.29,50.56,1.91
Kapaas,157.95,77.71,95.2,8.08,1063.87,22.03,71.82,1.86
Kapaas,179.26,71.49,42.45,7.69,629.47,18.1,53.19,1.93
Kapaas,175.61,80.52,105.08,5.64,576.7,24.34,74.38,1.87
Kapaas,104.58,84.32,86.0,6.93,448.11,19.72,72.76,1.74
Kapaas,149.54,75.59,60.3,7.58,828.35,30.13,70.67,1.94
Kapaas,84.08,85.78,37.58,5.1,949.69,22.71,65.68,2.13
Kapaas,151.55,67.57,83.34,4.69,787.82,19.2,71.38,1.91
Kapaas,72.33,64.86,119.69,4.84,547.11,21.77,66.3,2.08
Kapaas,114.83,82.15,25.96,6.65,1025.37,28.21,54.77,2.3
Kapaas,72.31,86.84,56.21,5.96,622.21,31.98,64.31,2.02
Kapaas,179.79,73.22,23.79,7.33,751.05,26.21,54.38,1.71
Kapaas,140.59,28.48,23.95,6.03,1041.01,22.2,67.04,1.94
Kapaas,153.31,23.83,32.12,5.25,480.81,25.16,57.94,1.99
Kapaas,157.61,87.78,32.39,5.05,1105.06,21.84,52.46,2.36
Kapaas,161.65,72.15,77.71,4.75,536.12,19.58,66.77,2.15
Kapaas,145.5,28.48,76.91,7.05,555.76,28.35,68.03,2.02
Kapaas,164.2,55.51,32.04,8.42,508.6,28.03,57.87,1.83
Kapaas,171.11,63.23,59.26,4.87,537.65,19.4,56.72,2.01
Kapaas,121.3,35.66,34.2,4.87,952.34,19.18,70.57,1.89
Kapaas,153.83,79.92,86.2,4.86,913.22,32.0,69.76,2.2
Kapaas,85.31,28.44,85.26,7.09,634.64,27.14,56.17,1.96
Kapaas,115.23,26.07,60.66,4.59,1086.62,24.56,65.16,1.91
Kapaas,157.37,27.18,54.78,7.71,484.88,29.41,68.68,2.03
Kapaas,133.47,27.68,112.43,8.26,748.01,24.24,51.3,2.1
Kapaas,118.38,29.6,22.74,5.55,1169.63,27.44,72.55,1.72
Kapaas,116.59,64.23,90.55,5.26,918.12,18.42,50.64,2.4
Kapaas,118.84,34.32,65.56,5.99,1013.35,20.03,67.24,1.8
Kapaas,89.11,68.14,66.43,7.37,441.1,31.98,57.89,1.76
Kapaas,50.04,88.63,66.39,7.73,1104.28,23.96,73.65,2.13
Kapaas,88.74,60.36,33.06,7.69,616.85,18.27,55.71,1.89
Kapaas,128.22,51.82,24.35,7.17,598.46,28.46,57.74,2.25
Kapaas,157.58,77.92,77.44,8.27,1093.3,25.13,74.1,2.03
Kapaas,59.11,68.62,74.31,5.88,1060.32,27.96,73.83,2.03
Kapaas,149.99,56.39,45.57,7.24,722.69,19.29,71.6,2.01
Kapaas,58.2,43.97,74.07,6.57,480.22,29.15,68.71,1.97
Kapaas,125.38,33.01,63.89,4.76,410.52,22.65,66.12,1.97
Kapaas,143.93,41.08,97.58,7.21,1120.25,31.66,58.54,2.06
Kapaas,83.91,37.07,47.06,8.49,499.08,23.6,62.83,1.91
Kapaas,42.93,64.58,61.75,6.31,580.26,25.62,70.45,1.87
Kapaas,147.62,23.5,54.08,5.11,494.3,31.74,54.41,1.99
Kapaas,113.3,88.75,45.82,4.71,914.13,23.6,58.45,1.82
Kapaas,121.75,52.96,45.71,5.47,685.17,26.63,59.11,1.96
Kapaas,178.38,40.77,90.77,7.17,884.57,22.84,50.87,1.79
Kapaas,151.23,72.85,21.75,5.99,963.66,27.8,68.3,1.66
Kapaas,65.56,56.84,27.24,4.89,656.14,21.79,65.06,1.7
Kapaas,166.52,83.65,38.37,6.55,1082.73,31.01,64.59,2.09
Kapaas,110.13,52.13,107.32,5.12,512.52,26.9,58.38,2.41
Kapaas,70.74,79.65,81.51,5.78,1112.11,29.56,60.26,1.87
Kapaas,161.83,88.07,73.15,7.2,917.35,18.33,74.14,1.98
Kapaas,110.87,84.27,21.34,7.38,747.42,25.65,70.8,1.93
Kapaas,88.68,31.49,32.02,8.14,669.14,29.71,68.98,1.66
Kapaas,51.69,88.49,57.6,7.82,704.91,21.42,52.63,1.78
Kapaas,99.64,35.58,24.84,7.22,1070.56,23.46,72.27,2.16
Kapaas,51.04,47.75,49.53,6.33,562.01,26.13,71.81,1.67
Aloo,86.13,48.23,48.57,4.87,1116.47,23.11,74.59,27.46
Aloo,173.7,30.19,70.44,7.39,1127.31,31.97,58.51,19.5
Aloo,145.65,80.91,46.2,4.91,1067.22,23.36,53.72,18.88
Aloo,136.25,72.59,110.2,6.11,1109.66,30.88,59.1,24.49
Aloo,87.64,47.44,64.76,4.84,410.91,20.98,59.57,18.38
Aloo,163.95,32.86,109.15,7.07,767.67,23.46,55.64,23.92
Aloo,99.23,84.22,70.32,5.76,1143.35,21.17,57.08,21.21
Aloo,79.82,51.31,48.97,6.5,821.45,31.99,64.96,23.17
Aloo,171.7,28.1,115.56,8.29,572.65,27.79,60.37,24.35
Aloo,144.51,43.44,40.49,8.22,1018.0,18.63,55.37,21.12
Aloo,134.15,76.51,86.35,8.18,1071.68,28.92,52.5,18.48
Aloo,94.99,55.79,51.17,5.71,902.15,26.93,65.69,19.05
Aloo,113.22,86.99,105.58,8.11,1030.74,24.92,50.16,20.64
Aloo,68.38,31.83,48.31,6.65,420.52,29.93,71.91,25.7
Aloo,168.19,87.76,34.17,6.33,744.83,20.5,62.48,18.92
Aloo,180.0,23.91,111.29,7.6,669.3,24.09,61.43,23.95
Aloo,135.28,73.04,112.71,7.17,435.42,24.84,53.97,19.03
Aloo,100.55,44.68,100.18,8.46,729.71,31.2,61.49,23.8
Aloo,165.71,31.05,31.0,7.35,775.67,19.65,56.38,21.94
Aloo,75.72,84.92,92.7,5.2,556.62,30.05,64.55,20.85
Aloo,100.27,57.66,110.84,6.19,951.3,26.33,52.18,21.15
Aloo,87.63,65.17,71.28,4.78,458.48,26.1,72.62,24.55
Aloo,42.37,89.64,42.11,5.46,849.55,20.85,65.95,23.64
Aloo,155.46,65.32,103.49,4.66,734.18,24.77,58.5,23.46
Aloo,116.03,46.98,59.73,6.11,1024.86,19.21,63.39,24.9
Aloo,120.08,24.45,104.24,4.55,838.01,26.47,60.42,28.45
Aloo,90.19,46.94,75.53,7.12,834.03,30.74,61.02,23.67
Aloo,94.42,47.72,83.59,8.44,1045.52,28.78,52.44,22.3
Aloo,85.9,56.83,39.38,8.24,478.16,29.19,59.93,25.4
Aloo,112.09,21.39,76.19,4.52,1025.57,31.07,57.27,24.11
Aloo,161.71,60.79,90.91,6.44,1076.04,24.7,56.55,15.02
Aloo,146.85,37.07,65.98,7.81,1025.62,29.89,54.23,20.67
Aloo,119.53,36.1,86.94,7.53,830.77,26.38,53.56,23.59
Aloo,163.03,63.23,54.19,7.44,669.32,30.83,72.64,19.05
Aloo,57.47,72.26,52.24,6.08,1125.46,20.83,51.55,22.35
Aloo,156.2,45.74,84.01,6.2,1034.6,24.23,62.94,18.6
Aloo,112.36,25.87,39.54,6.25,747.65,18.66,52.76,20.64
Aloo,169.64,89.57,75.99,5.91,471.41,24.45,54.92,21.19
Aloo,128.81,51.32,93.16,7.03,840.73,21.5,64.28,23.01
Aloo,68.6,89.66,62.84,6.94,941.33,29.78,56.06,22.4
Aloo,159.42,38.33,39.44,5.98,560.93,22.5,54.6,18.41
Aloo,83.41,29.01,26.89,7.06,538.42,30.45,58.07,23.24
Aloo,125.59,73.66,98.8,7.15,739.85,23.32,54.67,20.84
Aloo,85.83,73.44,109.07,7.2,601.83,23.62,69.96,22.38
Aloo,47.79,22.08,96.57,7.19,440.09,23.58,64.61,19.91
Aloo,167.43,88.87,78.61,5.4,748.93,22.28,55.7,23.83
Aloo,49.94,69.07,31.3,7.94,691.18,27.17,62.32,24.28
Aloo,135.05,25.68,95.04,7.19,740.56,21.44,50.47,19.82
Aloo,65.17,21.51,109.05,6.49,1075.2,27.59,55.33,20.39
Aloo,97.55,88.5,39.77,4.61,583.02,31.79,63.56,22.79
Aloo,96.05,55.53,81.02,7.42,979.65,21.81,53.2,21.95
Aloo,176.18,26.98,27.68,6.22,633.48,31.22,58.25,20.24
Aloo,50.21,24.56,51.24,5.49,975.65,28.28,64.62,20.0
Aloo,144.06,88.31,58.67,8.25,822.48,21.27,74.32,23.94
Aloo,114.34,63.1,25.45,4.61,1176.99,24.0,68.39,19.52
Aloo,109.18,79.3,104.9,5.58,592.05,25.07,61.32,22.18
Aloo,159.33,46.04,65.1,5.63,806.06,22.78,63.12,24.99
Aloo,91.41,55.83,115.03,7.01,1024.61,21.55,63.95,19.82
Aloo,160.04,23.14,97.61,7.24,537.56,18.66,56.66,18.2
Aloo,111.55,20.46,32.0,7.54,918.91,21.7,62.77,23.1
Aloo,148.02,52.81,99.06,8.26,740.46,18.69,63.39,23.59
Aloo,147.3,51.6,96.27,6.19,962.52,26.26,71.77,22.0
Aloo,75.3,53.54,79.0,5.46,407.15,18.4,68.93,25.64
Aloo,162.85,60.93,112.6,7.03,668.42,28.31,71.39,21.55
Aloo,130.35,20.58,93.12,5.37,945.51,21.03,69.1,23.28
Aloo,179.76,47.11,70.28,5.53,754.97,30.81,51.99,21.05
Aloo,133.14,88.81,26.18,7.02,1051.76,31.07,61.1,22.62
Aloo,112.05,86.1,78.03,5.65,678.42,19.84,54.29,20.21
Aloo,64.21,65.56,77.31,4.89,405.33,24.27,58.16,21.52
Aloo,153.06,71.06,100.29,4.76,1111.05,23.44,63.01,20.03
Aloo,142.65,24.38,30.37,6.5,1146.72,29.84,59.6,19.71
Aloo,56.57,42.88,61.14,8.02,649.76,31.17,66.77,21.23
Aloo,70.54,84.67,38.02,7.57,729.25,20.5,56.91,24.99
Aloo,87.18,36.29,68.06,6.03,910.49,24.9,68.42,20.03
Aloo,149.05,35.32,34.52,4.89,712.87,30.62,60.66,19.74
Aloo,163.18,53.77,77.8,6.53,621.82,25.86,52.05,19.33
Aloo,54.18,67.49,26.63,6.88,1109.72,30.59,67.23,18.64
Aloo,156.07,81.1,73.32,7.03,784.69,23.87,53.53,21.73
Aloo,43.87,61.45,21.13,5.16,808.84,30.82,62.12,22.45
Aloo,61.33,54.35,116.03,5.02,416.25,24.24,74.83,24.97
Aloo,84.19,57.83,91.33,4.89,552.09,30.74,62.24,20.19
Aloo,158.49,51.24,26.46,5.97,712.44,28.42,70.99,22.91
Aloo,101.82,78.41,58.38,4.97,495.21,27.38,74.8,19.64
Aloo,131.1,83.19,71.14,6.08,818.89,26.31,60.04,27.37
Aloo,49.17,31.53,43.05,7.36,1024.7,19.31,68.68,22.75
Aloo,129.76,77.47,86.82,8.05,947.42,18.51,53.27,16.82
Aloo,115.91,59.66,48.21,7.06,579.76,27.26,72.44,20.67
Aloo,84.11,85.24,49.02,7.89,1081.01,31.01,62.73,23.33
Aloo,169.3,32.54,69.54,8.2,639.64,28.66,65.71,20.87
Aloo,118.48,25.33,116.94,8.5,652.67,28.5,60.23,19.95
Aloo,82.94,26.1,106.18,7.68,570.03,26.28,53.25,21.93
Aloo,132.23,78.76,72.05,6.9,562.97,29.24,74.09,20.52
Aloo,48.42,87.55,22.39,5.69,639.38,22.01,64.26,22.46
Aloo,53.03,53.36,86.8,6.21,888.15,19.53,73.86,20.46
Aloo,155.78,31.42,114.51,4.82,1140.7,27.87,67.79,23.92
Aloo,43.83,28.41,24.77,5.13,650.5,27.45,62.76,25.38
Aloo,166.6,24.6,86.42,5.0,628.78,31.97,59.32,23.3
Aloo,61.46,62.67,35.62,8.46,601.94,21.06,60.37,23.83
Aloo,91.39,49.02,84.28,7.05,430.45,23.86,58.76,22.15
Aloo,49.4,23.58,110.59,8.4,551.71,31.6,61.0,21.28
Aloo,107.7,87.98,43.36,6.53,1136.88,31.6,71.98,18.51
Aloo,75.69,34.41,29.3,4.91,1186.67,28.85,61.33,21.37
Aloo,162.57,58.94,105.37,7.29,917.63,19.0,66.91,21.14
Aloo,116.51,55.09,68.77,5.82,450.07,28.07,71.05,22.6
Aloo,122.54,28.37,83.06,6.22,1037.45,28.66,58.99,22.13
Aloo,49.47,45.48,27.9,7.93,814.68,18.8,66.2,23.49
Aloo,41.34,23.42,21.86,8.12,1189.41,30.29,69.04,21.78
Aloo,85.99,50.33,53.92,6.87,857.02,22.08,60.86,21.19
Aloo,40.58,57.94,61.7,8.25,1047.98,20.71,61.11,27.8
Aloo,59.84,80.24,83.34,5.19,738.42,20.87,52.06,24.43
Aloo,177.96,49.65,110.13,4.94,776.69,31.51,54.85,23.19
Aloo,135.96,72.33,108.32,8.12,403.3,19.3,53.64,20.7
Aloo,58.03,47.14,36.24,5.44,961.33,31.75,74.95,26.26
Aloo,54.24,70.07,101.92,6.25,1193.44,21.25,53.54,26.77
Aloo,179.95,89.62,30.96,6.7,424.91,27.87,62.51,22.87
Aloo,122.58,33.43,54.91,6.52,950.07,25.61,54.8,24.8
Aloo,142.72,51.26,111.85,7.95,938.87,21.49,72.71,20.81
Aloo,112.9,57.36,92.38,5.35,665.02,26.68,53.11,21.78
Aloo,58.22,56.32,84.31,5.4,496.36,24.88,54.94,23.39
Aloo,163.45,53.06,57.25,5.78,765.94,22.29,69.41,25.11
Aloo,136.49,54.04,55.19,5.23,1044.63,18.38,73.16,26.92
Aloo,106.75,75.76,35.81,7.06,736.81,29.68,51.01,21.38
Aloo,54.72,68.3,106.5,6.39,867.1,31.29,56.94,19.49
Aloo,136.39,84.07,20.05,7.83,736.57,28.51,68.49,21.17
Aloo,109.73,39.74,69.62,5.98,1161.47,28.51,57.6,19.63
Aloo,120.57,44.17,65.1,5.52,532.94,23.55,72.73,22.51
Aloo,56.86,84.22,57.77,6.87,619.18,31.29,68.09,23.67
Aloo,62.71,81.26,26.01,4.89,1110.1,30.55,60.41,21.28
Aloo,92.32,80.45,94.45,4.7,515.03,22.84,70.16,18.11
Aloo,179.36,69.44,67.22,8.26,806.4,26.06,55.9,19.12
Aloo,160.65,38.87,77.47,7.83,930.8,18.49,55.13,20.91
Aloo,57.69,47.84,20.63,7.38,1069.3,30.67,59.51,21.59
Aloo,116.41,21.61,86.72,7.61,857.17,26.4,56.09,17.0
